S.NO	ID	PGPT_ID	BACTERIA	PATH_COUNT	Lv1	Lv2	Lv3	Lv4	Lv5
1441	PGPT0005580	PGPT0005580-andAc-K16319	Search me on PLaBA-db (KEGG hit)	2	DIRECT_EFFECTS	BIO-REMEDIATION	XENOBIOTICS_BIODEGRADATION	XENOBIOTIC_BENZOATE|DERIVATE_DEGRADATION	XENOBIOTIC_NITRO-|AMINOBENZOATE_DEGRADATION# PGPT
1442	PGPT0005585	PGPT0005585-andAb-K18248	Search me on PLaBA-db (KEGG hit)	2	DIRECT_EFFECTS	BIO-REMEDIATION	XENOBIOTICS_BIODEGRADATION	XENOBIOTIC_BENZOATE|DERIVATE_DEGRADATION	XENOBIOTIC_NITRO-|AMINOBENZOATE_DEGRADATION# PGPT
1443	PGPT0005590	PGPT0005590-andAd-K16320	Search me on PLaBA-db (KEGG hit)	2	DIRECT_EFFECTS	BIO-REMEDIATION	XENOBIOTICS_BIODEGRADATION	XENOBIOTIC_BENZOATE|DERIVATE_DEGRADATION	XENOBIOTIC_NITRO-|AMINOBENZOATE_DEGRADATION# PGPT
1444	PGPT0005595	PGPT0005595-andAa-K18249	Search me on PLaBA-db (KEGG hit)	2	DIRECT_EFFECTS	BIO-REMEDIATION	XENOBIOTICS_BIODEGRADATION	XENOBIOTIC_BENZOATE|DERIVATE_DEGRADATION	XENOBIOTIC_NITRO-|AMINOBENZOATE_DEGRADATION# PGPT
1445	PGPT0005600	PGPT0005600-ethA-K10215	Search me on PLaBA-db (KEGG hit)	2	DIRECT_EFFECTS	BIO-REMEDIATION	XENOBIOTICS_BIODEGRADATION	XENOBIOTIC_BENZOATE|DERIVATE_DEGRADATION	XENOBIOTIC_THIOBENZAMIDE_DEGRADATION# PGPT
1446	PGPT0005605	PGPT0005605-mdlA-K01781	Search me on PLaBA-db (KEGG hit)	2	DIRECT_EFFECTS	BIO-REMEDIATION	XENOBIOTICS_BIODEGRADATION	XENOBIOTIC_BENZOATE|DERIVATE_DEGRADATION	XENOBIOTIC_MADELAMIDE|MANDELATE_DEGRADATION# PGPT
1447	PGPT0005610	PGPT0005610-mdlB-K15054	Search me on PLaBA-db (KEGG hit)	2	DIRECT_EFFECTS	BIO-REMEDIATION	XENOBIOTICS_BIODEGRADATION	XENOBIOTIC_BENZOATE|DERIVATE_DEGRADATION	XENOBIOTIC_MADELAMIDE|MANDELATE_DEGRADATION# PGPT
1448	PGPT0005615	PGPT0005615-mdlY-K18541	Search me on PLaBA-db (KEGG hit)	2	DIRECT_EFFECTS	BIO-REMEDIATION	XENOBIOTICS_BIODEGRADATION	XENOBIOTIC_BENZOATE|DERIVATE_DEGRADATION	XENOBIOTIC_MADELAMIDE|MANDELATE_DEGRADATION# PGPT
1449	PGPT0005620	PGPT0005620-desA-K15064	Search me on PLaBA-db (KEGG hit)	2	DIRECT_EFFECTS	BIO-REMEDIATION	XENOBIOTICS_BIODEGRADATION	XENOBIOTIC_BENZOATE|DERIVATE_DEGRADATION	XENOBIOTIC_SYRINGATE_DEGRADATION# PGPT
1450	PGPT0005625	PGPT0005625-desZ-K15065	Search me on PLaBA-db (KEGG hit)	4	DIRECT_EFFECTS	BIO-REMEDIATION	XENOBIOTICS_BIODEGRADATION	XENOBIOTIC_BENZOATE|DERIVATE_DEGRADATION	XENOBIOTIC_SYRINGATE_DEGRADATION# PGPT
1451	PGPT0005630	PGPT0005630-glnA-K20712	not_announced	2	DIRECT_EFFECTS	BIO-REMEDIATION	XENOBIOTICS_BIODEGRADATION	XENOBIOTIC_BENZOATE|DERIVATE_DEGRADATION	XENOBIOTIC_NITROPHENOL_BENZOQUINONE_DEGRADATION# PGPT
1452	PGPT0005635	PGPT0005635-pnpA-K21725	not_announced	2	DIRECT_EFFECTS	BIO-REMEDIATION	XENOBIOTICS_BIODEGRADATION	XENOBIOTIC_BENZOATE|DERIVATE_DEGRADATION	XENOBIOTIC_NITROPHENOL_BENZOQUINONE_DEGRADATION# PGPT
1453	PGPT0005640	PGPT0005640-pnpB-K23528	not_announced	2	DIRECT_EFFECTS	BIO-REMEDIATION	XENOBIOTICS_BIODEGRADATION	XENOBIOTIC_BENZOATE|DERIVATE_DEGRADATION	XENOBIOTIC_NITROPHENOL_BENZOQUINONE_DEGRADATION# PGPT
1454	PGPT0005645	PGPT0005645-2_hydroxy_1|4_benzoquinone_reductase-K23529	not_announced	2	DIRECT_EFFECTS	BIO-REMEDIATION	XENOBIOTICS_BIODEGRADATION	XENOBIOTIC_BENZOATE|DERIVATE_DEGRADATION	XENOBIOTIC_NITROPHENOL_BENZOQUINONE_DEGRADATION# PGPT
1455	PGPT0005650	PGPT0005650-npcA-K21726	not_announced	3	DIRECT_EFFECTS	BIO-REMEDIATION	XENOBIOTICS_BIODEGRADATION	XENOBIOTIC_BENZOATE|DERIVATE_DEGRADATION	XENOBIOTIC_NITROPHENOL_DEGRADATION# PGPT
1456	PGPT0005655	PGPT0005655-npcB-K21727	not_announced	3	DIRECT_EFFECTS	BIO-REMEDIATION	XENOBIOTICS_BIODEGRADATION	XENOBIOTIC_BENZOATE|DERIVATE_DEGRADATION	XENOBIOTIC_NITROPHENOL_DEGRADATION# PGPT
1457	PGPT0005660	PGPT0005660-nthA-K01721	Search me on PLaBA-db (KEGG hit)	5	DIRECT_EFFECTS	BIO-REMEDIATION	XENOBIOTICS_BIODEGRADATION	XENOBIOTIC_BENZOATE|DERIVATE_DEGRADATION	XENOBIOTIC_BROMOXYNIL_DEGRADATION# PGPT
1458	PGPT0005665	PGPT0005665-nthB-K20807	not_announced	5	DIRECT_EFFECTS	BIO-REMEDIATION	XENOBIOTICS_BIODEGRADATION	XENOBIOTIC_BENZOATE|DERIVATE_DEGRADATION	XENOBIOTIC_BROMOXYNIL_DEGRADATION# PGPT
1459	PGPT0005670	PGPT0005670-scaB-K20990	not_announced	2	DIRECT_EFFECTS	BIO-REMEDIATION	XENOBIOTICS_BIODEGRADATION	XENOBIOTIC_BENZOATE|DERIVATE_DEGRADATION	XENOBIOTIC_SULFOLACOTONE_DEGRADATION# PGPT
1460	PGPT0005675	PGPT0005675-gcoA-K23526	not_announced	2	DIRECT_EFFECTS	BIO-REMEDIATION	XENOBIOTICS_BIODEGRADATION	XENOBIOTIC_BENZOATE|DERIVATE_DEGRADATION	XENOBIOTIC_GUAIACOL_DEGRADATION# PGPT
1461	PGPT0005680	PGPT0005680-gcoB-K23527	not_announced	2	DIRECT_EFFECTS	BIO-REMEDIATION	XENOBIOTICS_BIODEGRADATION	XENOBIOTIC_BENZOATE|DERIVATE_DEGRADATION	XENOBIOTIC_GUAIACOL_DEGRADATION# PGPT
1462	PGPT0005685	PGPT0005685-catA-K01061	Search me on PLaBA-db (KEGG hit)	4	DIRECT_EFFECTS	BIO-REMEDIATION	XENOBIOTICS_BIODEGRADATION	XENOBIOTIC_BENZOATE|DERIVATE_DEGRADATION	XENOBIOTIC_FLUOROCATECHOL_DEGRADATION# PGPT
1463	PGPT0005690	PGPT0005690-pcpB-K03391	Search me on PLaBA-db (KEGG hit)	2	DIRECT_EFFECTS	BIO-REMEDIATION	XENOBIOTICS_BIODEGRADATION	XENOBIOTIC_BENZOATE|DERIVATE_DEGRADATION	XENOBIOTIC_BROMOXYNIL_DEGRADATION# PGPT
1464	PGPT0005695	PGPT0005695-bxn-K20806	not_announced	1	DIRECT_EFFECTS	BIO-REMEDIATION	XENOBIOTICS_BIODEGRADATION	XENOBIOTIC_BENZOATE|DERIVATE_DEGRADATION	XENOBIOTIC_BROMOXYNIL_DEGRADATION
1465	PGPT0005700	PGPT0005700-fcbA-K14417	not_announced	1	DIRECT_EFFECTS	BIO-REMEDIATION	XENOBIOTICS_BIODEGRADATION	XENOBIOTIC_BENZOATE|DERIVATE_DEGRADATION	XENOBIOTIC_FLUORO-|CHLOROBENZOATE_DEGRADATION
1466	PGPT0005705	PGPT0005705-fcbB-K14418	not_announced	1	DIRECT_EFFECTS	BIO-REMEDIATION	XENOBIOTICS_BIODEGRADATION	XENOBIOTIC_BENZOATE|DERIVATE_DEGRADATION	XENOBIOTIC_FLUORO-|CHLOROBENZOATE_DEGRADATION
1467	PGPT0005710	PGPT0005710-cbdA-K08686	Search me on PLaBA-db (KEGG hit)	1	DIRECT_EFFECTS	BIO-REMEDIATION	XENOBIOTICS_BIODEGRADATION	XENOBIOTIC_BENZOATE|DERIVATE_DEGRADATION	XENOBIOTIC_FLUORO-|CHLOROBENZOATE_DEGRADATION
1468	PGPT0005715	PGPT0005715-cbdB-K20808	not_announced	1	DIRECT_EFFECTS	BIO-REMEDIATION	XENOBIOTICS_BIODEGRADATION	XENOBIOTIC_BENZOATE|DERIVATE_DEGRADATION	XENOBIOTIC_FLUORO-|CHLOROBENZOATE_DEGRADATION
1469	PGPT0005720	PGPT0005720-cbdC-K20809	not_announced	1	DIRECT_EFFECTS	BIO-REMEDIATION	XENOBIOTICS_BIODEGRADATION	XENOBIOTIC_BENZOATE|DERIVATE_DEGRADATION	XENOBIOTIC_FLUORO-|CHLOROBENZOATE_DEGRADATION
1470	PGPT0005725	PGPT0005725-ebdA-K10700	not_announced	2	DIRECT_EFFECTS	BIO-REMEDIATION	XENOBIOTICS_BIODEGRADATION	XENOBIOTIC_BENZOATE|DERIVATE_DEGRADATION	XENOBIOTIC_STYRENE|PHENYLENTHANOL_HOMEOSTASIS# PGPT
1471	PGPT0005730	PGPT0005730-ebdB-K14748	Search me on PLaBA-db (KEGG hit)	2	DIRECT_EFFECTS	BIO-REMEDIATION	XENOBIOTICS_BIODEGRADATION	XENOBIOTIC_BENZOATE|DERIVATE_DEGRADATION	XENOBIOTIC_STYRENE|PHENYLENTHANOL_HOMEOSTASIS# PGPT
1472	PGPT0005735	PGPT0005735-ebdC-K14749	Search me on PLaBA-db (KEGG hit)	2	DIRECT_EFFECTS	BIO-REMEDIATION	XENOBIOTICS_BIODEGRADATION	XENOBIOTIC_BENZOATE|DERIVATE_DEGRADATION	XENOBIOTIC_STYRENE|PHENYLENTHANOL_HOMEOSTASIS# PGPT
1473	PGPT0005740	PGPT0005740-apc-K10701	Search me on PLaBA-db (KEGG hit)	2	DIRECT_EFFECTS	BIO-REMEDIATION	XENOBIOTICS_BIODEGRADATION	XENOBIOTIC_BENZOATE|DERIVATE_DEGRADATION	XENOBIOTIC_PHENYLETHANOL_DEGRADATION# PGPT
1474	PGPT0005745	PGPT0005745-ped-K14746	Search me on PLaBA-db (KEGG hit)	2	DIRECT_EFFECTS	BIO-REMEDIATION	XENOBIOTICS_BIODEGRADATION	XENOBIOTIC_BENZOATE|DERIVATE_DEGRADATION	XENOBIOTIC_PHENYLETHANOL_DEGRADATION# PGPT
1475	PGPT0005750	PGPT0005750-balI-K14747	Search me on PLaBA-db (KEGG hit)	2	DIRECT_EFFECTS	BIO-REMEDIATION	XENOBIOTICS_BIODEGRADATION	XENOBIOTIC_BENZOATE|DERIVATE_DEGRADATION	XENOBIOTIC_PHENYLETHANOL_DEGRADATION# PGPT
1476	PGPT0005755	PGPT0005755-etbAa-K17048	not_announced	2	DIRECT_EFFECTS	BIO-REMEDIATION	XENOBIOTICS_BIODEGRADATION	XENOBIOTIC_BENZOATE|DERIVATE_DEGRADATION	XENOBIOTIC_HYDROXYBENZENE_DEGRADATION# PGPT
1477	PGPT0005760	PGPT0005760-etbAb-K17049	not_announced	2	DIRECT_EFFECTS	BIO-REMEDIATION	XENOBIOTICS_BIODEGRADATION	XENOBIOTIC_BENZOATE|DERIVATE_DEGRADATION	XENOBIOTIC_HYDROXYBENZENE_DEGRADATION# PGPT
1478	PGPT0005765	PGPT0005765-atbAc-K14750	Search me on PLaBA-db (KEGG hit)	2	DIRECT_EFFECTS	BIO-REMEDIATION	XENOBIOTICS_BIODEGRADATION	XENOBIOTIC_BENZOATE|DERIVATE_DEGRADATION	XENOBIOTIC_HYDROXYBENZENE_DEGRADATION# PGPT
1479	PGPT0005770	PGPT0005770-etbC-K14751	not_announced	2	DIRECT_EFFECTS	BIO-REMEDIATION	XENOBIOTICS_BIODEGRADATION	XENOBIOTIC_BENZOATE|DERIVATE_DEGRADATION	XENOBIOTIC_HYDROXYBENZENE_DEGRADATION# PGPT
1480	PGPT0005775	PGPT0005775-etbD-K18092	Search me on PLaBA-db (KEGG hit)	2	DIRECT_EFFECTS	BIO-REMEDIATION	XENOBIOTICS_BIODEGRADATION	XENOBIOTIC_BENZOATE|DERIVATE_DEGRADATION	XENOBIOTIC_HYDROXYBENZENE_DEGRADATION# PGPT
1481	PGPT0005780	PGPT0005780-dad-K05913	Search me on PLaBA-db (KEGG hit)	2	DIRECT_EFFECTS	BIO-REMEDIATION	XENOBIOTICS_BIODEGRADATION	XENOBIOTIC_BENZOATE|DERIVATE_DEGRADATION	XENOBIOTIC_BISPHENOL_DEGRADATION# PGPT
1482	PGPT0005785	PGPT0005785-hapE-K14520	Search me on PLaBA-db (KEGG hit)	2	DIRECT_EFFECTS	BIO-REMEDIATION	XENOBIOTICS_BIODEGRADATION	XENOBIOTIC_BENZOATE|DERIVATE_DEGRADATION	XENOBIOTIC_BISPHENOL_DEGRADATION# PGPT
1483	PGPT0005790	PGPT0005790-bbsA-K07549	Search me on PLaBA-db (KEGG hit)	1	DIRECT_EFFECTS	BIO-REMEDIATION	XENOBIOTICS_BIODEGRADATION	XENOBIOTIC_TOLULENE|DERIVATE_DEGRADATION	XENOBIOTIC_TOLUENE_DEGRADATION_PATHWAY_1
1484	PGPT0005795	PGPT0005795-bbsB-K07550	Search me on PLaBA-db (KEGG hit)	1	DIRECT_EFFECTS	BIO-REMEDIATION	XENOBIOTICS_BIODEGRADATION	XENOBIOTIC_TOLULENE|DERIVATE_DEGRADATION	XENOBIOTIC_TOLUENE_DEGRADATION_PATHWAY_1
1485	PGPT0005800	PGPT0005800-bbsC-K07547	not_announced	1	DIRECT_EFFECTS	BIO-REMEDIATION	XENOBIOTICS_BIODEGRADATION	XENOBIOTIC_TOLULENE|DERIVATE_DEGRADATION	XENOBIOTIC_TOLUENE_DEGRADATION_PATHWAY_1
1486	PGPT0005805	PGPT0005805-bbsD-K07548	Search me on PLaBA-db (KEGG hit)	1	DIRECT_EFFECTS	BIO-REMEDIATION	XENOBIOTICS_BIODEGRADATION	XENOBIOTIC_TOLULENE|DERIVATE_DEGRADATION	XENOBIOTIC_TOLUENE_DEGRADATION_PATHWAY_1
1487	PGPT0005810	PGPT0005810-bbsE-K07543	Search me on PLaBA-db (KEGG hit)	1	DIRECT_EFFECTS	BIO-REMEDIATION	XENOBIOTICS_BIODEGRADATION	XENOBIOTIC_TOLULENE|DERIVATE_DEGRADATION	XENOBIOTIC_TOLUENE_DEGRADATION_PATHWAY_1
1488	PGPT0005815	PGPT0005815-bbsF-K07544	Search me on PLaBA-db (KEGG hit)	1	DIRECT_EFFECTS	BIO-REMEDIATION	XENOBIOTICS_BIODEGRADATION	XENOBIOTIC_TOLULENE|DERIVATE_DEGRADATION	XENOBIOTIC_TOLUENE_DEGRADATION_PATHWAY_1
1489	PGPT0005820	PGPT0005820-bbsG-K07545	Search me on PLaBA-db (KEGG hit)	1	DIRECT_EFFECTS	BIO-REMEDIATION	XENOBIOTICS_BIODEGRADATION	XENOBIOTIC_TOLULENE|DERIVATE_DEGRADATION	XENOBIOTIC_TOLUENE_DEGRADATION_PATHWAY_1
1490	PGPT0005825	PGPT0005825-bbsH-K07546	Search me on PLaBA-db (KEGG hit)	1	DIRECT_EFFECTS	BIO-REMEDIATION	XENOBIOTICS_BIODEGRADATION	XENOBIOTIC_TOLULENE|DERIVATE_DEGRADATION	XENOBIOTIC_TOLUENE_DEGRADATION_PATHWAY_1
1491	PGPT0005830	PGPT0005830-EC_4_1_99_11|bssA-K07540	not_announced	1	DIRECT_EFFECTS	BIO-REMEDIATION	XENOBIOTICS_BIODEGRADATION	XENOBIOTIC_TOLULENE|DERIVATE_DEGRADATION	XENOBIOTIC_TOLUENE_DEGRADATION_PATHWAY_1
1492	PGPT0005835	PGPT0005835-tmoA|tbuA1|touA-K15760	Search me on PLaBA-db (KEGG hit)	3	DIRECT_EFFECTS	BIO-REMEDIATION	XENOBIOTICS_BIODEGRADATION	XENOBIOTIC_TOLULENE|DERIVATE_DEGRADATION	XENOBIOTIC_TOLUENE_DEGRADATION_PATHWAY_4# PGPT
1493	PGPT0005840	PGPT0005840-tmoB|tbuU|touB-K15761	Search me on PLaBA-db (KEGG hit)	3	DIRECT_EFFECTS	BIO-REMEDIATION	XENOBIOTICS_BIODEGRADATION	XENOBIOTIC_TOLULENE|DERIVATE_DEGRADATION	XENOBIOTIC_TOLUENE_DEGRADATION_PATHWAY_4# PGPT
1494	PGPT0005845	PGPT0005845-tmoD|tbuV|touD-K15763	Search me on PLaBA-db (KEGG hit)	3	DIRECT_EFFECTS	BIO-REMEDIATION	XENOBIOTICS_BIODEGRADATION	XENOBIOTIC_TOLULENE|DERIVATE_DEGRADATION	XENOBIOTIC_TOLUENE_DEGRADATION_PATHWAY_4# PGPT
1495	PGPT0005850	PGPT0005850-tmoE|tbuA2|touE-K15764	Search me on PLaBA-db (KEGG hit)	3	DIRECT_EFFECTS	BIO-REMEDIATION	XENOBIOTICS_BIODEGRADATION	XENOBIOTIC_TOLULENE|DERIVATE_DEGRADATION	XENOBIOTIC_TOLUENE_DEGRADATION_PATHWAY_4# PGPT
1496	PGPT0005855	PGPT0005855-xylA-K15758	not_announced	2	DIRECT_EFFECTS	BIO-REMEDIATION	XENOBIOTICS_BIODEGRADATION	XENOBIOTIC_TOLULENE|DERIVATE_DEGRADATION	XENOBIOTIC_TOLUENE_DEGRADATION_PATHWAY_5# PGPT
1497	PGPT0005860	PGPT0005860-xylM-K15757	Search me on PLaBA-db (KEGG hit)	2	DIRECT_EFFECTS	BIO-REMEDIATION	XENOBIOTICS_BIODEGRADATION	XENOBIOTIC_TOLULENE|DERIVATE_DEGRADATION	XENOBIOTIC_TOLUENE_DEGRADATION_PATHWAY_5# PGPT
1498	PGPT0005865	PGPT0005865-EC_1_1_1_90-K00055	Search me on PLaBA-db (KEGG hit)	2	DIRECT_EFFECTS	BIO-REMEDIATION	XENOBIOTICS_BIODEGRADATION	XENOBIOTIC_TOLULENE|DERIVATE_DEGRADATION	XENOBIOTIC_TOLUENE_DEGRADATION_PATHWAY_5# PGPT
1499	PGPT0005870	PGPT0005870-pchA-K20199	not_announced	2	DIRECT_EFFECTS	BIO-REMEDIATION	XENOBIOTICS_BIODEGRADATION	XENOBIOTIC_TOLULENE|DERIVATE_DEGRADATION	XENOBIOTIC_TOLUENE_DEGRADATION_PATHWAY_6# PGPT
1500	PGPT0005875	PGPT0005875-pchC-K20200	not_announced	2	DIRECT_EFFECTS	BIO-REMEDIATION	XENOBIOTICS_BIODEGRADATION	XENOBIOTIC_TOLULENE|DERIVATE_DEGRADATION	XENOBIOTIC_TOLUENE_DEGRADATION_PATHWAY_6# PGPT
1501	PGPT0005880	PGPT0005880-pchF-K05797	Search me on PLaBA-db (KEGG hit)	2	DIRECT_EFFECTS	BIO-REMEDIATION	XENOBIOTICS_BIODEGRADATION	XENOBIOTIC_TOLULENE|DERIVATE_DEGRADATION	XENOBIOTIC_TOLUENE_DEGRADATION_PATHWAY_6# PGPT
1502	PGPT0005885	PGPT0005885-hipH-K20218	not_announced	2	DIRECT_EFFECTS	BIO-REMEDIATION	XENOBIOTICS_BIODEGRADATION	XENOBIOTIC_TOLULENE|DERIVATE_DEGRADATION	XENOBIOTIC_TOLUENE_DEGRADATION_PATHWAY_6# PGPT
1503	PGPT0005890	PGPT0005890-tsaB-K15769	not_announced	1	DIRECT_EFFECTS	BIO-REMEDIATION	XENOBIOTICS_BIODEGRADATION	XENOBIOTIC_TOLULENE|DERIVATE_DEGRADATION	XENOBIOTIC_TOLULENE-4-SULFONATE_DEGRADATION_PATHWAY_2
1504	PGPT0005895	PGPT0005895-tsaC1-K19630	Search me on PLaBA-db (KEGG hit)	1	DIRECT_EFFECTS	BIO-REMEDIATION	XENOBIOTICS_BIODEGRADATION	XENOBIOTIC_TOLULENE|DERIVATE_DEGRADATION	XENOBIOTIC_TOLULENE-4-SULFONATE_DEGRADATION_PATHWAY_2
1505	PGPT0005900	PGPT0005900-tsaD1-K19629	not_announced	1	DIRECT_EFFECTS	BIO-REMEDIATION	XENOBIOTICS_BIODEGRADATION	XENOBIOTIC_TOLULENE|DERIVATE_DEGRADATION	XENOBIOTIC_TOLULENE-4-SULFONATE_DEGRADATION_PATHWAY_2
1506	PGPT0005905	PGPT0005905-tsaM-K15768	Search me on PLaBA-db (KEGG hit)	1	DIRECT_EFFECTS	BIO-REMEDIATION	XENOBIOTICS_BIODEGRADATION	XENOBIOTIC_TOLULENE|DERIVATE_DEGRADATION	XENOBIOTIC_TOLULENE-4-SULFONATE_DEGRADATION_PATHWAY_2
1507	PGPT0005910	PGPT0005910-EC_5_5_1_7-K01860	Search me on PLaBA-db (KEGG hit)	3	DIRECT_EFFECTS	BIO-REMEDIATION	XENOBIOTICS_BIODEGRADATION	XENOBIOTIC_TOLULENE|DERIVATE_DEGRADATION	XENOBIOTIC_2|4-DICHLORO-TOLULENE_DEGRADATION_PATHWAY_1# PGPT
1508	PGPT0005915	PGPT0005915-EC_1_3_1_32-K00217	Search me on PLaBA-db (KEGG hit)	2	DIRECT_EFFECTS	BIO-REMEDIATION	XENOBIOTICS_BIODEGRADATION	XENOBIOTIC_TOLULENE|DERIVATE_DEGRADATION	XENOBIOTIC_2|4-DICHLORO-TOLULENE_DEGRADATION_PATHWAY_2# PGPT
1509	PGPT0005920	PGPT0005920-nfsA-K10678	Search me on PLaBA-db (KEGG hit)	2	DIRECT_EFFECTS	BIO-REMEDIATION	XENOBIOTICS_BIODEGRADATION	XENOBIOTIC_TOLULENE|DERIVATE_DEGRADATION	XENOBIOTIC_NITROTOLULENE_DEGRADATION# PGPT
1510	PGPT0005925	PGPT0005925-nfnB|nfsB-K10679	Search me on PLaBA-db (KEGG hit)	2	DIRECT_EFFECTS	BIO-REMEDIATION	XENOBIOTICS_BIODEGRADATION	XENOBIOTIC_TOLULENE|DERIVATE_DEGRADATION	XENOBIOTIC_NITROTOLULENE_DEGRADATION# PGPT
1511	PGPT0005930	PGPT0005930-nemA-K10680	Search me on PLaBA-db (KEGG hit)	1	DIRECT_EFFECTS	BIO-REMEDIATION	XENOBIOTICS_BIODEGRADATION	XENOBIOTIC_TOLULENE|DERIVATE_DEGRADATION	XENOBIOTIC_NITROTOLULENE_DEGRADATION
1512	PGPT0005935	PGPT0005935-dntB-K21683	not_announced	1	DIRECT_EFFECTS	BIO-REMEDIATION	XENOBIOTICS_BIODEGRADATION	XENOBIOTIC_TOLULENE|DERIVATE_DEGRADATION	XENOBIOTIC_NITROTOLULENE_DEGRADATION
1513	PGPT0005940	PGPT0005940-cymAa-K10616	Search me on PLaBA-db (KEGG hit)	2	DIRECT_EFFECTS	BIO-REMEDIATION	XENOBIOTICS_BIODEGRADATION	XENOBIOTIC_XYLENE|DERIVATE_DEGRADATION	XENOBIOTIC_CYMENE|CUMATE_DEGRADATION# PGPT
1514	PGPT0005945	PGPT0005945-cymAb-K18293	Search me on PLaBA-db (KEGG hit)	2	DIRECT_EFFECTS	BIO-REMEDIATION	XENOBIOTICS_BIODEGRADATION	XENOBIOTIC_XYLENE|DERIVATE_DEGRADATION	XENOBIOTIC_CYMENE|CUMATE_DEGRADATION# PGPT
1515	PGPT0005950	PGPT0005950-cymB-K10617	Search me on PLaBA-db (KEGG hit)	2	DIRECT_EFFECTS	BIO-REMEDIATION	XENOBIOTICS_BIODEGRADATION	XENOBIOTIC_XYLENE|DERIVATE_DEGRADATION	XENOBIOTIC_CYMENE|CUMATE_DEGRADATION# PGPT
1516	PGPT0005955	PGPT0005955-cymC-K10618	Search me on PLaBA-db (KEGG hit)	2	DIRECT_EFFECTS	BIO-REMEDIATION	XENOBIOTICS_BIODEGRADATION	XENOBIOTIC_XYLENE|DERIVATE_DEGRADATION	XENOBIOTIC_CYMENE|CUMATE_DEGRADATION# PGPT
1517	PGPT0005960	PGPT0005960-cmtAb-K10619	Search me on PLaBA-db (KEGG hit)	2	DIRECT_EFFECTS	BIO-REMEDIATION	XENOBIOTICS_BIODEGRADATION	XENOBIOTIC_XYLENE|DERIVATE_DEGRADATION	XENOBIOTIC_CYMENE|CUMATE_DEGRADATION# PGPT
1518	PGPT0005965	PGPT0005965-cmtAc-K16303	Search me on PLaBA-db (KEGG hit)	2	DIRECT_EFFECTS	BIO-REMEDIATION	XENOBIOTICS_BIODEGRADATION	XENOBIOTIC_XYLENE|DERIVATE_DEGRADATION	XENOBIOTIC_CYMENE|CUMATE_DEGRADATION# PGPT
1519	PGPT0005970	PGPT0005970-cmtAd-K16304	Search me on PLaBA-db (KEGG hit)	2	DIRECT_EFFECTS	BIO-REMEDIATION	XENOBIOTICS_BIODEGRADATION	XENOBIOTIC_XYLENE|DERIVATE_DEGRADATION	XENOBIOTIC_CYMENE|CUMATE_DEGRADATION# PGPT
1520	PGPT0005975	PGPT0005975-cmtB-K10620	Search me on PLaBA-db (KEGG hit)	2	DIRECT_EFFECTS	BIO-REMEDIATION	XENOBIOTICS_BIODEGRADATION	XENOBIOTIC_XYLENE|DERIVATE_DEGRADATION	XENOBIOTIC_CYMENE|CUMATE_DEGRADATION# PGPT
1521	PGPT0005980	PGPT0005980-cmtAa-K18227	Search me on PLaBA-db (KEGG hit)	2	DIRECT_EFFECTS	BIO-REMEDIATION	XENOBIOTICS_BIODEGRADATION	XENOBIOTIC_XYLENE|DERIVATE_DEGRADATION	XENOBIOTIC_CYMENE|CUMATE_DEGRADATION# PGPT
1522	PGPT0005985	PGPT0005985-cmtE-K10623	Search me on PLaBA-db (KEGG hit)	2	DIRECT_EFFECTS	BIO-REMEDIATION	XENOBIOTICS_BIODEGRADATION	XENOBIOTIC_XYLENE|DERIVATE_DEGRADATION	XENOBIOTIC_CYMENE|CUMATE_DEGRADATION# PGPT
1523	PGPT0005990	PGPT0005990-todE-K16270	Search me on PLaBA-db (KEGG hit)	2	DIRECT_EFFECTS	BIO-REMEDIATION	XENOBIOTICS_BIODEGRADATION	XENOBIOTIC_XYLENE|DERIVATE_DEGRADATION	XENOBIOTIC_METHYLCATECHOL_DEGRADATION# PGPT
1524	PGPT0005995	PGPT0005995-todF-K10702	Search me on PLaBA-db (KEGG hit)	2	DIRECT_EFFECTS	BIO-REMEDIATION	XENOBIOTICS_BIODEGRADATION	XENOBIOTIC_XYLENE|DERIVATE_DEGRADATION	XENOBIOTIC_METHYLCATECHOL_DEGRADATION# PGPT
1525	PGPT0006000	PGPT0006000-bphJ|xylQ|nahO|tesF-K18366	Search me on PLaBA-db (KEGG hit)	3	DIRECT_EFFECTS	BIO-REMEDIATION	XENOBIOTICS_BIODEGRADATION	XENOBIOTIC_XYLENE|DERIVATE_DEGRADATION	XENOBIOTIC_METHYLCATECHOL_DEGRADATION# PGPT
1526	PGPT0006005	PGPT0006005-mhpD-K02554	Search me on PLaBA-db (KEGG hit)	6	DIRECT_EFFECTS	BIO-REMEDIATION	XENOBIOTICS_BIODEGRADATION	XENOBIOTIC_XYLENE|DERIVATE_DEGRADATION	XENOBIOTIC_METHYLCATECHOL_DEGRADATION# PGPT
1527	PGPT0006010	PGPT0006010-mhpF-K04073	Search me on PLaBA-db (KEGG hit)	6	DIRECT_EFFECTS	BIO-REMEDIATION	XENOBIOTICS_BIODEGRADATION	XENOBIOTIC_XYLENE|DERIVATE_DEGRADATION	XENOBIOTIC_METHYLCATECHOL_DEGRADATION# PGPT
